Año;Departamento;Reforma;VFAd;VPNd;VPCd;Votrosd;VFAn;VPNn;VPCn;Votrosn;Candidatos_FA;Candidatos_PN;Candidatos_PC;Candidatos_otros;Nro_Candidatos;CandidatosSignificativos;PartidosSignificativos;Nro_Efectivo_Candidatos;Nro_Partidos;Nro_Efectivo_Partidos;Volatilidad_INTER;Volatilidad_INTRA;COX_RATIO;VotosPartidoGanador;VotoCandidatoGanador;CompPartido;CompCandidato;Incumbente;Pgob_Izquierda;Congruencia_DEP_NAC;Alineamiento_con_Pgob_Nac;AlternanciaNACIONAL;Votos_Pgob;Compresumen;NECFA;NECPN;NECPC;X1971;X1984
2005;TREINTA Y TRES;1;0,446886664;0,435156111;0,089223295;0,02873393;0,374838395;0,470767374;0,112247536;0,042146695;1;2;2;0;5;4;3;2,64;4;2,518705622;0,310761217;0,556909675;0,20503744;0,446886664;1;0,770691392;0;1;1;0;1;1;0,3815;0,385345696;1;1,22410567;1,765522879;0;0
2010;ARTIGAS;1;0,447381457;0,39810173;0,094794618;0,059722195;0,369306477;0,409399557;0,186942092;0,034351873;2;2;2;2;8;4;3;4,040476466;5;2,720140931;0,113698997;0,094118662;0,23811657;0,447381457;0,669172932;0,751669408;0,496240602;1;1;0;1;0;0,4019;0,623955005;1,79456224;1,486331268;1,999970765;0;0
2010;CANELONES;1;0,52488816;0,228188432;0,095266903;0,151656504;0,510443223;0,280775256;0,14307215;0,065709371;1;2;2;2;7;3;3;2,434023336;5;2,968929062;0,082328109;0,0642839;0,417492256;0,52488816;1;0,589206056;0;1;1;1;1;0;0,5095;0,294603028;1;1,856640207;1,851375128;0;0
2010;CERRO LARGO;1;0,354316814;0,492718727;0,075847283;0,077117177;0,401247067;0,425995565;0,136422074;0,036335294;2;2;2;1;7;4;3;3,386208702;4;2,673324258;0,056665737;0,092773269;0,214066282;0,492718727;0,820032874;0,68443968;0,269950689;0;0;1;0;0;0,4476;0,477195185;1,569446862;1,418757517;1,97212846;0;0
2010;COLONIA;1;0,305623308;0,511882119;0,100505717;0,081988856;0,384119985;0,355350898;0,208746932;0,051782185;3;2;3;0;8;4;3;4,200016644;4;2,735735174;0,046373638;0,183662634;0,328854884;0,511882119;0,674330005;0,640929535;0,488504992;1;0;0;0;0;0,4218;0,564717264;1,822510314;1,783224454;1,947107111;0;0
2010;DURAZNO;1;0,263761966;0,609890772;0,06421045;0,062136812;0,347137921;0,415981884;0,187202353;0,049677841;2;2;2;2;8;4;3;4,019285341;5;2,24350907;0,045136771;0,206145612;0,2434409;0,609890772;0,500674282;0,52199021;0,748988577;0;0;1;0;0;0,3688;0,635489394;1,851357829;1,999996363;1,975971164;0;0
2010;FLORES;1;0,235104837;0,595754619;0,102397758;0,066742786;0,309186035;0,443455076;0,209377201;0,037981688;2;1;3;1;7;3;3;2,285085009;4;2,376828739;0,114487376;0,171255109;0,435540839;0,595754619;1;0,521797799;0;1;0;1;0;0;0,3352;0,2608989;1,988712937;1;2,154179986;0;0
2010;FLORIDA;1;0,417376729;0,422405364;0,102807655;0,057410253;0,38415156;0,361861044;0,203434996;0,0505524;2;3;2;1;8;4;3;3,668677475;4;2,753248658;0,030593361;0,109124301;0,246318608;0,422405364;0,735282947;0,786283;0,335311432;1;0;0;0;0;0,3971;0,560797216;1,258747462;1,736610032;1,896165268;0;0
2010;LAVALLEJA;1;0,320408208;0,529350958;0,085842479;0,064398355;0,307506828;0,416567088;0,223796518;0,052129566;1;2;2;2;7;4;3;3,064234579;5;2,562227928;0,14866891;0,140498272;0,26791598;0,529350958;0,779000459;0,630853146;0,331499312;0;0;1;0;0;0,3448;0,481176229;1;1,52512837;1,990838724;0;0
2010;MALDONADO;1;0,479729984;0,305180011;0,126562853;0,088527152;0,408855791;0,315574673;0,213058073;0,062511464;3;3;2;2;10;5;3;5,25401878;5;2,946570488;0,129104736;0,094456887;0,41471541;0,479729984;0,560490469;0,672860021;0,659264296;1;1;1;1;0;0,3941;0,666062159;2,141962351;1,859614984;1,431949774;0;0
2010;MONTEVIDEO;1;0,458994447;0,197943131;0,181035292;0,16202713;0,561919201;0,217588268;0,149557097;0,070935433;1;2;2;2;7;3;3;2,833703479;5;3,534460172;0,154470381;0,086872511;0,914582345;0,458994447;1;0,639977118;0;0;1;1;1;0;0,5351;0,319988559;1;1,724125608;1,122460351;0;0
2010;PAYSANDÚ;1;0,42241579;0,439412264;0,076644965;0,061526981;0,45621422;0,35027393;0,143761157;0,049750693;2;3;3;1;10;4;3;4,749189477;4;2,649563545;0,038360468;0,103105738;0,181444367;0,439412264;0,667206073;0,771795631;0,420133577;1;0;0;0;0;0,4854;0,595964604;1,949506255;1,997295515;2,984631632;0;0
2010;RÍO NEGRO;1;0,367657881;0,423723732;0,154978331;0,053640056;0,405437259;0,303920798;0,247426731;0,043215212;3;2;2;0;7;4;3;3,923712008;3;2,952182888;0,097454159;0,134286983;0,421528653;0,423723732;0,927465152;0,760105209;0,108802272;1;0;0;0;0;0,4306;0,43445374;2,337114477;1,155464365;1,379420778;0;0
2010;RIVERA;1;0,212987304;0,247469098;0,48473069;0,054812909;0,338892432;0,352489382;0,271423337;0,037194849;3;3;3;1;10;5;3;4,281218185;4;2,927603024;0,019535761;0,226593408;0,860662222;0,48473069;0,829528378;0,639003859;0,237530343;0;0;0;0;0;0,3626;0,438267101;2,889637849;2,099439201;1,413574523;0;0
2010;ROCHA;1;0,524805542;0,301052591;0,077570527;0,09657134;0,413715076;0,337865131;0,192710476;0,055709317;1;2;2;2;8;3;3;2,477064797;5;2,687319815;0,061486814;0,137530595;0,257664374;0,524805542;1;0,625720754;0;1;1;1;1;0;0,4245;0,312860377;1;1,548671023;1,877631988;0;0
2010;SALTO;1;0,403315777;0,124503232;0,419284175;0,052896816;0,462583302;0,270085154;0,224974546;0,042356997;3;3;2;2;10;5;3;4,518522162;5;2,824726298;0,230434011;0,203806149;0,308699136;0,419284175;0,797055039;0,782373713;0,304417441;1;0;0;0;0;0,5005;0,543395577;2,126797996;1,994851443;1,478232889;0;0
2010;SAN JOSÉ;1;0,324152119;0,558715963;0,038986828;0,07814509;0,427814993;0,35168302;0,164827529;0,055674459;2;2;1;3;8;4;3;2,555850358;5;2,387653787;0,031979376;0,22533708;0,120273248;0,558715963;0,946395611;0,603360096;0,080406583;0;0;0;0;0;0,4461;0,34188334;1,690329577;1,112918883;1;0;0
2010;SORIANO ;1;0,318928967;0,538663492;0,060759246;0,081648294;0,437203923;0,302580921;0,214363801;0,045851355;3;3;2;2;10;5;3;3,264651346;5;2,527781892;0,037446526;0,25893217;0,190510277;0,538663492;0,857242509;0,620800991;0,203945772;1;0;0;0;0;0,4579;0,412373382;2,241832887;1,332878157;1,997269128;0;0
2010;TACUAREMBÓ;1;0,232313241;0,672576203;0,051283612;0,043826944;0,372421505;0,420872201;0,165538652;0,041167643;3;2;2;0;7;3;3;3,699668154;3;1,964797899;0,031953805;0,261412842;0,220751998;0,672576203;0,539548599;0,443580418;0,690677101;1;0;1;0;0;0,3949;0,567128759;2,741205894;1,987565064;1,896148027;0;0
2010;TREINTA Y TRES;1;0,407558592;0,497112074;0,053287793;0,042041542;0,381460856;0,432769247;0,144706964;0,041062933;2;3;2;2;9;5;3;3,25;5;2,403391951;0,071303315;0,096089369;0,130748791;0,497112074;0,752788208;0,706667222;0,310401838;1;0;1;0;0;0,3982;0,50853453;1,199509379;1,674306208;1,895475119;0;0
2015;ARTIGAS;1;0,346003823;0,487498537;0,125697234;0,040800406;0,401880958;0,382065028;0,166011015;0,050042999;3;2;2;0;7;6;3;4,869279053;3;2,679720379;0,112582243;0,111241649;0,363282791;0,487498537;0,544123677;0,685503374;0,683823512;1;0;0;0;0;0,2663;0,684663443;2,013716905;1,984555489;1,619797153;0;0
2015;CANELONES;1;0,507173679;0,246530001;0,082847832;0,163448488;0,509527597;0,286565351;0,108937635;0,094969417;2;2;3;3;10;5;3;4,226467057;6;3,07522716;0,02869792;0,048708167;0,336055782;0,507173679;0,640699458;0,616091321;0,538950813;0;1;1;1;0;0,4281;0,577521067;1,853248052;1,748182149;2,805692313;0;0
2015;CERRO LARGO;1;0,330781402;0,603449103;0,029967874;0,035801621;0,447611746;0,383378057;0,118408342;0,050601855;3;3;1;1;8;7;2;3,022522129;4;2,10761799;0,090543524;0,222443736;0,090597217;0,603449103;0,849543914;0,561941599;0,194787716;1;0;0;0;0;0,295;0,378364657;2,675220134;1,363469096;1;0;0
2015;COLONIA;1;0,369754382;0,53525441;0,033876;0,061115208;0,421822605;0,374231766;0,132956048;0,070989581;2;3;1;1;7;6;3;4,360960719;4;2,356365133;0,078528946;0,173639511;0,091617575;0,53525441;0,596393387;0,649622781;0,543835735;0;0;0;0;0;0,3495;0,596729258;1,845525779;2,224672973;1;0;0
2015;DURAZNO;1;0,260448615;0,628725109;0,046761273;0,064065003;0,368847546;0,443553937;0,124925072;0,062673445;2;3;2;2;9;5;3;3,843220091;5;2,148212139;0,023861557;0,192735609;0,17954126;0,628725109;0,657526212;0,501499199;0,47802097;0;0;1;0;0;0,2804;0,489760084;1,984486413;1,957276176;1,914321681;0;0
2015;FLORES;1;0,113003327;0,790526786;0,055756914;0,040712974;0,335243553;0,469039872;0,14093536;0,054781215;2;2;2;1;7;5;3;2,862890001;4;1,560462046;0,182648231;0,324524324;0,49340949;0,790526786;0,554569778;0,265974877;0,668145648;0;0;1;0;0;0,2543;0,467060262;1,895932644;1,976473895;1,705758652;0;0
2015;FLORIDA;1;0,306932246;0,571086888;0,062833281;0,059147585;0,397083026;0,376009685;0,154342357;0,072564932;2;2;1;2;7;4;3;2,559138452;5;2,356051459;0,156376847;0,200979833;0,204713848;0,571086888;0,964674906;0,582379235;0,052987813;1;0;0;0;0;0,3212;0,317683524;1,87829345;1,073140355;1;0;0
2015;LAVALLEJA;1;0,333683542;0,535491496;0,068991179;0,061833782;0,344826863;0,423588667;0,165309549;0,066274921;1;3;2;2;8;6;3;3,692846376;5;2,481922156;0,019669423;0,12027112;0,206756314;0,535491496;0,540895565;0,631350275;0,656928674;1;0;1;0;0;0,247;0,644139474;1;2,206778738;1,952589224;0;0
2015;MALDONADO;1;0,397614583;0,456835311;0,073176229;0,072373878;0,394075199;0,354559649;0,159429464;0,091935688;3;3;2;2;11;7;3;4,820752612;5;2,68631552;0,145553195;0,116221993;0,184038091;0,456835311;0,566794411;0,741971981;0,599308521;0;0;0;0;0;0,2908;0,670640251;1,788515606;2,263387672;1,619805514;0;0
2015;MONTEVIDEO;1;0,511995531;0;0;0,488004469;0,535131225;0,25706284;0,106188004;0,101617931;3;0;0;7;10;4;2;3,996204533;6;2,449249276;0,407440794;0,361829152;0,016953165;0,511995531;0,637041743;0,691625735;0,533871396;0;1;1;1;0;0,4741;0,612748566;1,911636691;0;0;0;0
2015;PAYSANDÚ;1;0,448411703;0,431361971;0,052203041;0,068023285;0,485446121;0,342616134;0,109409528;0,062528217;3;3;2;1;9;7;3;4,34327227;4;2,563408259;0,034252959;0,100556608;0,121019108;0,448411703;0,743477127;0,767269283;0,384799377;1;1;1;1;0;0,3777;0,57603433;2,209895988;1,633195037;1,866175335;0;0
2015;RÍO NEGRO;1;0,427301023;0,421102189;0,08654827;0,065048518;0,430554184;0,34199348;0,162353057;0,065099279;2;2;2;2;8;6;3;3,639636434;5;2,721316548;0,070722311;0,08782229;0,20552795;0,427301023;0,518372406;0,783250072;0,722442003;0;1;1;1;0;0,34;0,752846037;1,99730564;1,179955321;1,887395772;0;0
2015;RIVERA;1;0,190394651;0,191277995;0,561317678;0,057009676;0,362648042;0,316959079;0,268717444;0,051675435;3;2;3;3;11;6;3;3,159060258;6;2,577619001;0,081382907;0,300873592;0,995381883;0,561317678;0,886160569;0,53432132;0,1538795;1;0;0;0;0;0,1921;0,34410041;2,242213002;1,692236;1,261307423;0;0
2015;ROCHA;1;0,45717547;0,419231678;0,033240179;0,090352673;0,424521114;0,344670585;0,144354956;0,086453345;3;2;1;2;8;6;3;4,155611525;5;2,589473798;0,122650805;0,118296634;0,07928833;0,45717547;0,554900253;0,752440368;0,66766765;0;1;1;1;0;0,3282;0,710054009;2,303371064;1,489580512;1;0;0
2015;SALTO;1;0,454307446;0,064199788;0,437346243;0,044146523;0,500468407;0,216668687;0,227194075;0,055668831;3;1;2;3;9;5;3;3,441540895;5;2,48842868;0,06548682;0,213730052;0,146793962;0,454307446;0,729525557;0,764365676;0,405713736;1;1;1;1;0;0,3565;0,585039706;2,211178068;1;1,101817623;0;0
2015;SAN JOSÉ;1;0,306142873;0,569646482;0,018831755;0,10537889;0,446083108;0,36162347;0,115373403;0,076920019;1;1;1;2;5;2;2;2,01380349;5;2,387405951;0,030893872;0,231496729;0,061512961;0,569646482;1;0,583424955;0;1;0;0;0;0;0,3725;0,291712477;1;1;1;0;0
2015;SORIANO ;1;0,226757844;0,628318584;0,084424779;0,060498793;0,457941794;0,337317155;0,137958824;0,066782228;2;2;2;1;7;5;3;3,749386971;4;2,205651408;0,103396798;0,300400069;0,372312496;0,628318584;0,615074776;0,485060338;0,577387836;0;0;0;0;0;0,3473;0,531224087;1,907909586;1,899393817;1,730104703;0;0
2015;TACUAREMBÓ;1;0,298757235;0,583157611;0,065054511;0,053030643;0,394877012;0,407408977;0,143827972;0,05388604;3;2;2;1;8;6;3;4,069678229;4;2,306285613;0,087852619;0,184824089;0,217750413;0,583157611;0,653276914;0,566221006;0,520085013;0;0;1;0;0;0,2774;0,543153009;2,578761395;1,82820684;1,679166828;0;0
2015;TREINTA Y TRES;1;0,293349873;0,638854431;0,019119789;0,048675907;0,398166186;0,456894984;0,090911452;0,054027377;3;2;1;1;7;4;2;3,54;4;2,021637895;0,147206617;0,185547273;0,065177422;0,638854431;0,61661165;0,507820506;0,575082735;1;0;1;0;0;0,2667;0,541451621;1,906958486;1,896819616;1;0;0
2020;ARTIGAS;1;0,222240606;0,711517383;0,064939094;0,001302918;0,273563636;0,440436364;0,087509091;0,198490909;3;3;2;1;9;5;3;2,482835195;4;1,786139591;0,224018845;0,271081019;0,293532338;0,644;0,548;0,39960292;0,181889764;1;0;1;1;1;0,644;0,290746342;2,948552432;1,321852629;1,977882117;0;0
2020;CANELONES;1;0,607217014;0,303422253;0,050647407;0,008319364;0,448305759;0,287356452;0,099671041;0,164666748;1;2;1;4;8;4;3;2,354336041;6;2,157907296;0,172132568;0,190174036;0,163424125;0,515;0,502;0,544494112;0;1;1;1;0;1;0,515;0,272247056;1;1,830264652;1;0;0
2020;CERRO LARGO;1;0,130085653;0,859337486;0,010576861;0;0,305030434;0,401928767;0,080600402;0,212440397;1;2;1;0;4;3;2;2,594228759;3;1,323635388;0,255888384;0,457408719;0,080645161;0,817;0,412;0,20570534;0,736093943;0;0;1;1;1;0,817;0,470899642;1;1,999062061;1;0;0
2020;COLONIA;1;0,371829981;0,547606007;0,07632246;0,004241552;0,363791686;0,349087531;0,168184779;0,118936004;2;3;2;0;7;5;3;3,800321977;4;2,252389311;0,056873656;0,206556772;0,201863354;0,468;0,335;0,638308984;0,407327586;1;0;0;1;1;0,468;0,522818285;1,670867774;1,694183384;1,626522396;0;0
2020;DURAZNO;1;0,241348713;0,552642921;0,123716567;0,018202561;0,289458551;0,366650447;0,129434663;0,214456339;3;1;3;3;10;7;4;2,971819447;6;2,636431916;0,108999914;0,218037093;0,511627907;0,491;0,485;0,568031436;0;1;0;1;1;1;0,491;0,284015718;2,996392873;1;2,861307836;0;0
2020;FLORES;1;0,220560547;0,53526279;0,19398569;0,002904944;0,262317766;0,363577959;0,200395355;0,17370892;3;1;3;2;9;6;4;3,023307723;5;2,682460309;0,269429011;0,195327846;0,866028708;0,501;0,497;0,575017483;0;1;0;1;1;1;0,501;0,287508742;1,934680163;1;1,011854425;0;0
2020;FLORIDA;1;0,347682908;0,538899842;0,090062179;0;0,333636047;0,363430846;0,153012328;0,149920779;3;2;2;2;9;6;3;3,377562409;4;2,384315171;0,079657096;0,201193392;0,255520505;0,487;0,437;0,634941612;0,137214137;0;0;1;1;1;0,487;0,386077875;2,446115849;1,199890935;1,76304098;0;0
2020;LAVALLEJA;1;0,227235357;0,599367199;0,116619746;0,007573681;0,255754255;0,379834761;0,176844921;0,187566063;3;2;2;3;10;7;4;4,656131088;6;2,355521317;0,136106278;0,244134446;0,512195122;0,538;0,304;0,51425048;0,639622642;0;0;1;1;1;0,538;0,576936561;2,834897553;1,956753672;1,299983179;0;0
2020;MALDONADO;1;0,285546919;0,632340908;0,052041879;0,009586417;0,302477352;0,381880077;0,123270653;0,192371917;3;2;2;4;11;6;3;3,795636495;6;2,065295031;0,185747536;0,26070277;0,180392157;0,557;0,379;0,510432551;0,464480874;1;0;1;1;1;0,557;0,487456713;2,482600229;1,751532256;1,302370086;0;0
2020;MONTEVIDEO;1;0,558045326;0;0;0,441954674;0,491223573;0,240300932;0,110324069;0,158151426;3;0;0;2;5;4;2;3,371861256;4;1,973404352;0,046049794;0,350625001;0,02;0,521;0,207;0,662932012;0,772189349;1;1;1;0;1;0,521;0,71756068;2,85898064;0;0;0;0
2020;PAYSANDÚ;1;0,428079871;0,519042281;0,041408164;0,011469684;0,390942025;0,346381473;0,136037016;0,126639486;3;3;2;4;12;6;3;4,628113425;5;2,200203295;0,08768031;0,209798655;0,0975;0,485;0,287;0,694997654;0,545073375;1;1;0;1;1;0,4;0,620035515;1,998040905;2,183887888;1,867084176;0;0
2020;RÍO NEGRO;1;0,431832902;0,480165155;0,066628886;0;0,352146755;0,334444362;0,168283831;0,145125052;1;2;2;2;7;4;3;3,107160638;4;2,372605105;0,074281374;0,236093469;0,15308642;0,449;0,442;0,735751295;0,356896552;1;1;0;1;1;0,405;0,546323924;1;1,751170875;1,923910345;0;0
2020;RIVERA;1;0,093850152;0,252533564;0,603074924;0,0013137;0,197627027;0,264197084;0,275026848;0,263149042;2;3;3;2;10;8;4;4,282486892;4;2,292094733;0,127626645;0,352661906;0,378723404;0,561;0,407;0,523191858;0,389982111;0;0;1;0;1;0,561;0,456586984;1,995639133;2,877330068;1,706633941;0;0
2020;ROCHA;1;0,46861402;0,49634611;0,032770502;0,002269368;0,342489084;0,313753556;0,104868371;0,23888899;3;3;2;2;10;6;2;3,712567378;5;2,141155155;0,088552982;0,30871749;0,069879518;0,438;0,327;0,7379609;0,331797235;1;1;0;1;1;0,415;0,534879068;1,786917158;1,663317783;1,995865877;0;0
2020;SALTO;1;0,42129619;0,369944652;0,206106607;0,00265255;0,36744034;0,236253678;0,239740656;0,156565326;2;3;3;1;9;5;3;3,81503473;4;2,80240394;0,305744865;0,187546825;0,543909348;0,405;0,331;0,763676136;0,25875;1;1;1;0;1;0,405;0,511213068;1,4073061;1,353169853;1,220338262;0;0
2020;SAN JOSÉ;1;0,369340671;0,562597575;0,03431473;0,01129106;0,388276201;0,349829465;0,108027763;0,153866571;2;2;2;3;9;3;2;2,760514409;6;2,201510648;0,089908756;0,223996092;0,090625;0,482;0,454;0,622072761;0,066315789;0;0;0;1;1;0,482;0,344194275;1,927917529;1,091538328;1,802307457;0;0
2020;SORIANO ;1;0,257223336;0,596771964;0,107451441;0,01783369;0,360433395;0,322904305;0,161120787;0,155541513;3;2;3;4;12;6;3;3,894661697;6;2,303274588;0,063851939;0,284227443;0,411016949;0,541;0,401;0,531839704;0,37101927;0;0;0;1;1;0,541;0,451429487;2,503480037;1,588001699;2,102120779;0;0
2020;TACUAREMBÓ;1;0,186954873;0,621302617;0,082085071;0,003096954;0,286452289;0,356964928;0,144337193;0,212245591;2;2;2;2;8;6;4;4,10208373;5;2,337996614;0,108455808;0,317617932;0,578034682;0,571;0,368;0,47217482;0,524734982;0;0;1;1;1;0,571;0,498454901;1,983927191;1,831432375;1,76991499;0;0
2020;TREINTA Y TRES;1;0,206745294;0,760574018;0,028700906;0,003979782;0,277681297;0,396642459;0,08643827;0,239237975;3;3;2;1;9;5;2;3,519579494;4;1,60757222;0,131300705;0,363931559;0,136125654;0,7;0,3324;0,342798629;0,761258041;0;0;1;1;1;0,7;0,552028335;2,21592709;2,189102424;1,967246673;0;0